elapsed_s	mem_available	cached	dirty	writeback	swap_free_delta	cg_current	cg_peak	cg_max	cg_high	cg_headroom	cg_anon	cg_file	cg_file_mapped	cg_file_dirty	cg_file_writeback	cg_swap_current	cg_swap_max	event_high	event_max	event_oom	event_oom_kill	swap_event_max	psi_full_avg10	pswpin_delta	pswpout_delta	host_oom_kill_delta	pack_version	pack_layers	health
119.8	77144268800	43667681280	5083136	0	3313664	48084865024	51807232000	88046829568	83751862272	35666997248	6095028224	41689841664	37461860352	667648	0	0	4294967296	0	0	0	0	0	0.0	41	0	0	2	38	0
120.8	75630604288	44599508992	5103616	0	3313664	50193227776	51807232000	88046829568	83751862272	33558634496	7256379392	42617286656	38391742464	667648	0	0	4294967296	0	0	0	0	0	0.0	41	0	0	2	38	0
121.8	78672875520	41661263872	4489216	0	3870720	44060561408	51807232000	88046829568	83751862272	39691300864	4089118720	39684227072	35434704896	57344	0	0	4294967296	0	0	0	0	0	0.0	41	0	0	2	39	0
122.8	75849175040	44604862464	5820416	0	3870720	49944506368	51807232000	88046829568	83751862272	33807355904	7025168384	42617798656	38370615296	57344	0	0	4294967296	0	0	0	0	0	0.0	41	0	0	2	39	0
123.9	75494551552	44610260992	7372800	0	3870720	49071874048	51807232000	88046829568	83751862272	34679988224	6143250432	42617982976	38370615296	114688	0	0	4294967296	0	0	0	0	0	0.0	41	0	0	2	40	0
124.9	77126365184	43008303104	7434240	0	3870720	46736187392	51807232000	88046829568	83751862272	37015674880	5425262592	41018216448	36791812096	114688	0	0	4294967296	0	0	0	0	0	0.0	41	0	0	2	40	0
125.9	74531397632	44599603200	5529600	0	3870720	51115958272	51807232000	88046829568	83751862272	32635904000	8191389696	42617651200	38391742464	114688	0	0	4294967296	0	0	0	0	0	0.0	41	0	0	2	40	0
126.9	78238212096	41086648320	5902336	0	3870720	42968788992	51807232000	88046829568	83751862272	40783073280	3602706432	39078264832	38422020096	167936	0	0	4294967296	0	0	0	0	0	0.0	44	0	0	2	41	0
127.9	75343089664	44575121408	6029312	0	3870720	49850454016	51807232000	88046829568	83751862272	33901408256	6976630784	42570190848	38321979392	167936	0	0	4294967296	0	0	0	0	0	0.0	44	0	0	2	41	0
128.9	73793277952	46438756352	1551265792	8388608	3870720	51807191040	51807232000	88046829568	83751862272	31944671232	7025377280	44430127104	38370615296	1543671808	16777216	0	4294967296	0	0	0	0	0	0.0	44	0	0	2	41	0
130.0	76014407680	42364473344	1650688	0	3870720	45414113280	51807453184	88046829568	83751862272	38337748992	4764254208	40359194624	36130852864	225280	0	0	4294967296	0	0	0	0	0	0.0	105	0	0	2	42	0
131.0	74125791232	44627402752	3039232	0	3870720	50399088640	51807453184	88046829568	83751862272	33352773632	7477075968	42618015744	38391742464	225280	0	0	4294967296	0	0	0	0	0	0.0	105	0	0	2	42	0
132.0	77552828416	44638117888	3440640	0	3870720	46527172608	51807522816	88046829568	83751862272	37224689664	3602915328	42628542464	38422020096	278528	0	0	4294967296	0	0	0	0	0	0.0	105	0	0	2	43	0
133.0	78295511040	37537144832	6971392	0	3870720	39429685248	51807522816	88046829568	83751862272	44322177024	3624722432	35529547776	34846232576	2928640	0	0	4294967296	0	0	0	0	0	0.0	105	0	0	2	43	0
134.0	78366998528	37589159936	6758400	0	3870720	39577858048	51807522816	88046829568	83751862272	44174004224	3721748480	35581038592	34859835392	2940928	0	0	4294967296	0	0	0	0	0	0.0	105	0	0	2	43	0
135.0	78380539904	37632651264	5574656	0	3870720	39533019136	51807522816	88046829568	83751862272	44218843136	3632955392	35624992768	34870460416	1781760	0	0	4294967296	0	0	0	0	0	0.0	105	0	0	2	43	0
136.0	78066335744	37668044800	18604032	0	3870720	39894077440	51807522816	88046829568	83751862272	43857784832	3953139712	35661176832	34901975040	14602240	0	0	4294967296	0	0	0	0	0	0.0	106	0	0	2	43	0
137.1	78171701248	37799256064	13193216	0	3870720	39798906880	51807522816	88046829568	83751862272	43952955392	3726987264	35792265216	34938703872	9113600	0	0	4294967296	0	0	0	0	0	0.0	106	0	0	2	43	0
138.1	78198902784	37808930816	13209600	0	3870720	39898607616	51807522816	88046829568	83751862272	43853254656	3817148416	35801649152	34948853760	9117696	0	0	4294967296	0	0	0	0	0	0.0	106	0	0	2	43	0
139.1	78245273600	37809119232	13221888	0	3870720	39903191040	51807522816	88046829568	83751862272	43848671232	3822071808	35801837568	34949021696	9117696	0	0	4294967296	0	0	0	0	0	0.0	106	0	0	2	43	0
140.1	78235447296	37827510272	23699456	0	3870720	40095277056	51807522816	88046829568	83751862272	43656585216	3993559040	35820273664	34978406400	19591168	0	0	4294967296	0	0	0	0	0	0.0	107	0	0	2	43	0
141.1	78035369984	37834608640	14397440	0	3870720	39960104960	51807522816	88046829568	83751862272	43791757312	3851681792	35827716096	34965004288	10600448	0	0	4294967296	0	0	0	0	0	0.0	107	0	0	2	43	0
142.1	78035939328	37848453120	14016512	0	3870720	39964078080	51807522816	88046829568	83751862272	43787784192	3840991232	35841875968	34964770816	9875456	0	0	4294967296	0	0	0	0	0	0.0	107	0	0	2	43	0
143.1	78129344512	38178484224	20570112	0	3870720	40430260224	51807522816	88046829568	83751862272	43321602048	3974266880	36171620352	35021021184	16412672	0	0	4294967296	0	0	0	0	0	0.0	107	0	0	2	43	0
144.1	78002130944	38179586048	20869120	0	3870720	40497205248	51807522816	88046829568	83751862272	43254657024	4040044544	36172742656	35022856192	16691200	0	0	4294967296	0	0	0	0	0	0.0	107	0	0	2	43	0
145.1	77974974464	38179733504	20877312	0	3870720	40639741952	51807522816	88046829568	83751862272	43112120320	4181454848	36172894208	35023048704	16695296	0	0	4294967296	0	0	0	0	0	0.0	107	0	0	2	43	0
146.2	77929734144	38185676800	25722880	0	3870720	40535863296	51807522816	88046829568	83751862272	43215998976	4071370752	36178837504	35024154624	21532672	0	0	4294967296	0	0	0	0	0	0.0	130	0	0	2	43	0
147.2	77999460352	38190219264	19783680	0	3870720	40561541120	51807522816	88046829568	83751862272	43190321152	4092432384	36183793664	35013672960	16035840	0	0	4294967296	0	0	0	0	0	0.0	130	0	0	2	43	0
148.2	77929320448	38191874048	21188608	0	3870720	40696582144	51807522816	88046829568	83751862272	43055280128	4225298432	36185350144	35032801280	17027072	0	0	4294967296	0	0	0	0	0	0.0	130	0	0	2	43	0
149.2	77875699712	38203695104	21987328	0	3870720	40743227392	51807522816	88046829568	83751862272	43008634880	4259454976	36196921344	35043192832	17457152	0	0	4294967296	0	0	0	0	0	0.0	130	0	0	2	43	0
150.2	77937905664	38234390528	21368832	0	3870720	40740745216	51807522816	88046829568	83751862272	43011117056	4225118208	36228308992	35034537984	17022976	0	0	4294967296	0	0	0	0	0	0.0	130	0	0	2	43	0
151.2	77850329088	38316666880	21811200	0	3870720	40863252480	51807522816	88046829568	83751862272	42888609792	4264673280	36310351872	35101786112	17387520	0	0	4294967296	0	0	0	0	0	0.0	130	0	0	2	43	0
152.2	77784772608	38327156736	32342016	0	3870720	40987738112	51807522816	88046829568	83751862272	42764124160	4377743360	36320804864	35127762944	27557888	0	0	4294967296	0	0	0	0	0	0.0	130	0	0	2	43	0
153.2	78012522496	38317527040	23158784	0	3870720	40900222976	51807522816	88046829568	83751862272	42851639296	4300476416	36311646208	35110039552	18776064	0	0	4294967296	0	0	0	0	0	0.0	130	0	0	2	43	0
154.3	77853245440	38336544768	23621632	0	3870720	41128951808	51807522816	88046829568	83751862272	42622910464	4508442624	36330962944	35127455744	18968576	0	0	4294967296	0	0	0	0	0	0.0	130	0	0	2	43	0
155.3	77528633344	38346010624	29745152	0	3870720	41143406592	51807522816	88046829568	83751862272	42608455680	4515229696	36337799168	35129397248	25337856	0	0	4294967296	0	0	0	0	0	0.0	130	0	0	2	43	0
156.3	77525311488	38340558848	24260608	0	3870720	41205690368	51807522816	88046829568	83751862272	42546171904	4583874560	36331974656	35116101632	19476480	0	0	4294967296	0	0	0	0	0	0.0	130	0	0	2	43	0
157.3	77540818944	38340689920	24293376	0	3870720	41210839040	51807522816	88046829568	83751862272	42541023232	4589244416	36331974656	35116101632	19476480	0	0	4294967296	0	0	0	0	0	0.0	130	0	0	2	43	0
158.3	77508595712	38351163392	34803712	0	3870720	41544142848	51807522816	88046829568	83751862272	42207719424	4910243840	36342448128	35142209536	29949952	0	0	4294967296	0	0	0	0	0	0.0	130	0	0	2	43	0
159.3	77488336896	38344138752	25976832	0	4030464	41222287360	51807522816	88046829568	83751862272	42529574912	4595294208	36335620096	35119099904	21045248	0	0	4294967296	0	0	0	0	0	0.0	130	0	0	2	43	0
160.3	77420613632	38344732672	28123136	4096	4030464	41386463232	51807522816	88046829568	83751862272	42365399040	4758786048	36336025600	35142324224	23384064	0	0	4294967296	0	0	0	0	0	0.0	130	0	0	2	43	0
161.3	77278867456	38346698752	23511040	4096	4030464	41234452480	51807522816	88046829568	83751862272	42517409792	4601999360	36340617216	35125116928	22872064	0	0	4294967296	0	0	0	0	0	0.0	130	0	0	2	43	0
162.4	77344313344	38350233600	28372992	0	4030464	41413627904	51807522816	88046829568	83751862272	42338234368	4777934848	36343709696	35143929856	25903104	0	0	4294967296	0	0	0	0	0	0.0	130	0	0	2	43	0
163.4	77378576384	38355644416	34381824	0	4030464	41430384640	51807522816	88046829568	83751862272	42321477632	4789895168	36349116416	35144695808	30744576	0	0	4294967296	0	0	0	0	0	0.0	130	0	0	2	43	0
164.4	77342220288	38345134080	21897216	0	4030464	41229242368	51807522816	88046829568	83751862272	42522619904	4599984128	36339101696	35118776320	18374656	0	0	4294967296	0	0	0	0	0	0.0	131	0	0	2	43	0
165.4	77362556928	38345621504	22315008	0	4030464	41235795968	51807522816	88046829568	83751862272	42516066304	4606877696	36339101696	35118776320	18374656	0	0	4294967296	0	0	0	0	0	0.0	131	0	0	2	43	0
166.4	77425917952	38347309056	21680128	0	5062656	41240039424	51807522816	88046829568	83751862272	42511822848	4611502080	36339101696	35118776320	18444288	0	0	4294967296	0	0	0	0	0	0.0	132	0	0	2	43	0
167.4	77382635520	38357782528	32186368	0	5062656	41590054912	51807522816	88046829568	83751862272	42161807360	4949479424	36349575168	35144876032	28921856	0	0	4294967296	0	0	0	0	0	0.0	132	0	0	2	43	0
168.4	77605363712	38348156928	22663168	0	5062656	41251864576	51807522816	88046829568	83751862272	42499997696	4623548416	36340056064	35136241664	19275776	0	0	4294967296	0	0	0	0	0	0.0	132	0	0	2	43	0
169.5	77671751680	38353461248	20361216	0	5062656	41364127744	51807522816	88046829568	83751862272	42387734528	4726636544	36345720832	35145166848	17342464	0	0	4294967296	0	0	0	0	0	0.0	132	0	0	2	43	0
170.5	77645402112	38353731584	20852736	0	5062656	41264738304	51807522816	88046829568	83751862272	42487123968	4626874368	36345790464	35145023488	17580032	0	0	4294967296	0	0	0	0	0	0.0	132	0	0	2	43	0
171.5	77732151296	38353047552	19181568	0	5062656	41284300800	51807522816	88046829568	83751862272	42467561472	4646797312	36345110528	35127214080	15941632	0	0	4294967296	0	0	0	0	0	0.0	132	0	0	2	43	0
172.5	77723406336	38350839808	16384000	0	5062656	41248247808	51807522816	88046829568	83751862272	42503614464	4614033408	36342763520	35120586752	12685312	0	0	4294967296	0	0	0	0	0	0.0	132	0	0	2	43	0
173.5	77783707648	38351245312	16453632	0	5062656	41248813056	51807522816	88046829568	83751862272	42503049216	4614115328	36342919168	35122999296	12853248	0	0	4294967296	0	0	0	0	0	0.0	132	0	0	2	43	0
174.5	77809983488	38351335424	14807040	0	5062656	41248653312	51807522816	88046829568	83751862272	42503208960	4614152192	36343009280	35123064832	11214848	0	0	4294967296	0	0	0	0	0	0.0	132	0	0	2	43	0
175.5	77736333312	38360559616	20283392	0	5062656	41596071936	51807522816	88046829568	83751862272	42155790336	4949880832	36352577536	35151765504	16998400	0	0	4294967296	0	0	0	0	0	0.0	132	0	0	2	43	0
176.5	77902999552	38355898368	15294464	0	5062656	41257009152	51807522816	88046829568	83751862272	42494853120	4615118848	36347301888	35126611968	11431936	0	0	4294967296	0	0	0	0	0	0.0	137	0	0	2	43	0
178.2	77859545088	38361612288	20656128	0	5062656	41404321792	51807522816	88046829568	83751862272	42347540480	4757037056	36352983040	35151605760	17022976	0	0	4294967296	0	0	0	0	0	0.0	137	0	0	2	43	0
179.2	77749358592	38361817088	20762624	0	5062656	41576505344	51807522816	88046829568	83751862272	42175356928	4928987136	36353093632	35151777792	17031168	0	0	4294967296	0	0	0	0	0	0.0	137	0	0	2	43	0
180.2	77786308608	38362456064	20631552	0	5062656	41366818816	51807522816	88046829568	83751862272	42385043456	4719001600	36353863680	35161305088	17022976	0	0	4294967296	0	0	0	0	0	0.0	137	0	0	2	43	0
181.3	77827784704	38362587136	20635648	0	5062656	41332088832	51807522816	88046829568	83751862272	42419773440	4651130880	36354134016	35126611968	17166336	0	0	4294967296	0	0	0	0	0	0.0	137	0	0	2	43	0
182.3	77812649984	38359752704	17661952	0	5062656	41276510208	51807522816	88046829568	83751862272	42475352064	4631642112	36351094784	35132837888	13975552	0	0	4294967296	0	0	0	0	0	0.0	137	0	0	2	43	0
183.3	77830389760	38362312704	20156416	0	5062656	41442762752	51807522816	88046829568	83751862272	42309099520	4795699200	36353581056	35151589376	16388096	0	0	4294967296	0	0	0	0	0	0.0	137	0	0	2	43	0
184.3	77518499840	38372077568	21225472	0	5062656	41585176576	51807522816	88046829568	83751862272	42166685696	4938575872	36353671168	35151798272	16396288	0	0	4294967296	0	0	0	0	0	0.0	138	0	0	2	43	0
185.3	77642547200	38373314560	15400960	0	5062656	41376575488	51807522816	88046829568	83751862272	42375286784	4729192448	36354572288	35166777344	10006528	0	0	4294967296	0	0	0	0	0	0.0	138	0	0	2	43	0
186.3	77466324992	38364450816	12242944	0	5062656	41301843968	51807522816	88046829568	83751862272	42450018304	4656484352	36352065536	35132923904	7458816	0	0	4294967296	0	0	0	0	0	0.0	138	0	0	2	43	0
187.3	77528399872	38362775552	14127104	0	5062656	41419476992	51807522816	88046829568	83751862272	42332385280	4772265984	36353982464	35151618048	9302016	0	0	4294967296	0	0	0	0	0	0.0	138	0	0	2	43	0
188.3	77235093504	38362861568	14176256	0	5062656	41521852416	51807522816	88046829568	83751862272	42230009856	4874817536	36354039808	35151781888	9310208	0	0	4294967296	0	0	0	0	0	0.0	142	0	0	2	43	0
189.4	76951838720	38363435008	14737408	0	5062656	41369341952	51807522816	88046829568	83751862272	42382520320	4720705536	36354895872	35161182208	10121216	0	0	4294967296	0	0	0	0	0	0.0	142	0	0	2	43	0
190.4	76884328448	38360268800	10764288	0	5062656	41280659456	51807522816	88046829568	83751862272	42471202816	4635713536	36351938560	35132858368	6352896	0	0	4294967296	0	0	0	0	0	0.0	142	0	0	2	43	0
191.4	76863574016	38363140096	13606912	0	5062656	41410183168	51807522816	88046829568	83751862272	42341679104	4763066368	36354248704	35151626240	8613888	0	0	4294967296	0	0	0	0	0	0.0	142	0	0	2	43	0
192.4	78017622016	38363181056	14118912	0	5062656	41538539520	51807522816	88046829568	83751862272	42213322752	4890406912	36354310144	35151773696	8622080	0	0	4294967296	0	0	0	0	0	0.0	142	0	0	2	43	0
193.4	78029893632	38363283456	14311424	0	5062656	41594167296	51807522816	88046829568	83751862272	42157694976	4946649088	36354392064	35151777792	8626176	0	0	4294967296	0	0	0	0	0	0.0	142	0	0	2	43	0
194.4	78118932480	38363881472	14831616	0	5062656	41368838144	51807522816	88046829568	83751862272	42383024128	4720582656	36355280896	35165188096	9437184	0	0	4294967296	0	0	0	0	0	0.0	142	0	0	2	43	0
195.4	78165893120	38363324416	13746176	0	5062656	41263181824	51807522816	88046829568	83751862272	42488680448	4615393280	36354580480	35127373824	8183808	0	0	4294967296	0	0	0	0	0	0.0	147	0	0	2	43	0
196.4	78220550144	38363815936	13926400	0	5062656	41498664960	51807522816	88046829568	83751862272	42253197312	4849999872	36354637824	35151650816	8192000	0	0	4294967296	0	0	0	0	0	0.0	147	0	0	2	43	0
197.5	78121455616	38364368896	10489856	0	5062656	41367953408	51807522816	88046829568	83751862272	42383908864	4719017984	36355354624	35166035968	8859648	0	0	4294967296	0	0	0	0	0	0.0	147	0	0	2	43	0
198.5	78201135104	38364524544	10510336	0	5062656	41324810240	51807522816	88046829568	83751862272	42427052032	4675129344	36355608576	35139895296	9003008	0	0	4294967296	0	0	0	0	0	0.0	147	0	0	2	43	0
199.5	78221619200	38358966272	4837376	0	5062656	41257947136	51807522816	88046829568	83751862272	42493915136	4614475776	36349431808	35125628928	2609152	0	0	4294967296	0	0	0	0	0	0.0	147	0	0	2	43	0
200.5	78173028352	38364020736	8663040	0	5062656	41399619584	51807522816	88046829568	83751862272	42352242688	4749877248	36355096576	35151601664	6676480	0	0	4294967296	0	0	0	0	0	0.0	147	0	0	2	43	0
201.5	78078410752	38364200960	8679424	0	5062656	41594314752	51807522816	88046829568	83751862272	42157547520	4943839232	36355162112	35151798272	6684672	0	0	4294967296	0	0	0	0	0	0.0	147	0	0	2	43	0
202.5	78146744320	38362071040	6451200	57344	5062656	41302061056	51807522816	88046829568	83751862272	42449801216	4654256128	36353368064	35132882944	4775936	0	0	4294967296	0	0	0	0	0	0.0	147	0	0	2	43	0
203.5	78076092416	38364581888	8888320	0	5062656	41439973376	51807522816	88046829568	83751862272	42311888896	4789907456	36355399680	35151585280	6705152	0	0	4294967296	0	0	0	0	0	0.0	147	0	0	2	43	0
204.5	78168887296	38364696576	8933376	0	5062656	41537998848	51807522816	88046829568	83751862272	42213863424	4887461888	36355518464	35151781888	6709248	0	0	4294967296	0	0	0	0	0	0.0	147	0	0	2	43	0
205.6	78104211456	38365286400	8429568	0	5062656	41606270976	51807522816	88046829568	83751862272	42145591296	4954456064	36356427776	35153399808	6504448	0	0	4294967296	0	0	0	0	0	0.0	149	0	0	2	43	0
206.6	77958819840	38364073984	8183808	0	5062656	41320427520	51807522816	88046829568	83751862272	42431434752	4670472192	36354973696	35132973056	4964352	0	0	4294967296	0	0	0	0	0	0.0	149	0	0	2	43	0
207.6	77710462976	38365024256	9084928	0	5062656	41500200960	51807522816	88046829568	83751862272	42251661312	4849807360	36355788800	35151654912	5722112	0	0	4294967296	0	0	0	0	0	0.0	149	0	0	2	43	0
208.6	77655711744	38365597696	10088448	0	5062656	41370345472	51807522816	88046829568	83751862272	42381516800	4719243264	36356538368	35166846976	6414336	0	0	4294967296	0	0	0	0	0	0.0	149	0	0	2	43	0
209.6	77506416640	38359777280	4190208	45056	5062656	41258967040	51807522816	88046829568	83751862272	42492895232	4614475776	36350353408	35125628928	143360	0	0	4294967296	0	0	0	0	0	0.0	150	0	0	2	43	0
210.6	77573890048	38360399872	4874240	0	5062656	41271115776	51807522816	88046829568	83751862272	42480746496	4624883712	36351709184	35132665856	1409024	0	0	4294967296	0	0	0	0	0	0.0	150	0	0	2	43	0
211.6	77559574528	38370320384	14737408	0	5062656	41282904064	51807522816	88046829568	83751862272	42468958208	4625895424	36361592832	35138834432	11296768	0	0	4294967296	0	0	0	0	0	0.0	150	0	0	2	43	0
212.6	77581275136	38361853952	5156864	0	5062656	41295429632	51807522816	88046829568	83751862272	42456432640	4650323968	36351127552	35125735424	847872	0	0	4294967296	0	0	0	0	0	0.0	150	0	0	2	43	0
213.7	77585891328	38361505792	4812800	0	5062656	41300942848	51807522816	88046829568	83751862272	42450919424	4656222208	36351127552	35125735424	847872	0	0	4294967296	0	0	0	0	0	0.0	150	0	0	2	43	0
214.7	77504110592	38371983360	15273984	0	5062656	41413660672	51807522816	88046829568	83751862272	42338201600	4757241856	36361601024	35151691776	11321344	0	0	4294967296	0	0	0	0	0	0.0	150	0	0	2	43	0
215.7	77743837184	38364405760	6008832	0	5062656	41312108544	51807522816	88046829568	83751862272	42439753728	4662632448	36354199552	35128717312	2056192	0	0	4294967296	0	0	0	0	0	0.0	150	0	0	2	43	0
216.7	77731147776	38363799552	6344704	0	5062656	41389195264	51807522816	88046829568	83751862272	42362667008	4739768320	36354007040	35126325248	2666496	0	0	4294967296	0	0	0	0	0	0.0	150	0	0	2	43	0
217.7	77740331008	38366638080	7385088	0	5062656	41396953088	51807522816	88046829568	83751862272	42354909184	4742991872	36356542464	35126968320	3907584	0	0	4294967296	0	0	0	0	0	0.0	156	0	0	2	43	200
218.7	77746827264	38371958784	13496320	0	5062656	41396482048	51807522816	88046829568	83751862272	42355380224	4742991872	36356542464	35126968320	3907584	0	0	4294967296	0	0	0	0	0	0.0	156	0	0	2	43	200
219.7	77690560512	38376599552	18583552	0	5062656	41396088832	51807522816	88046829568	83751862272	42355773440	4742991872	36356567040	35127042048	3907584	0	0	4294967296	0	0	0	0	0	0.0	156	0	0	2	43	200
220.7	77526806528	38376599552	18558976	20480	5062656	41396613120	51807522816	88046829568	83751862272	42355249152	4742991872	36356567040	35127042048	3907584	0	0	4294967296	0	0	0	0	0	0.0	156	0	0	2	43	200
221.8	77244223488	38376603648	18554880	0	5062656	41396613120	51807522816	88046829568	83751862272	42355249152	4742991872	36356567040	35127042048	3907584	0	0	4294967296	0	0	0	0	0	0.0	156	0	0	2	43	200
222.8	77212688384	38376628224	18886656	0	5062656	41396629504	51807522816	88046829568	83751862272	42355232768	4742991872	36356567040	35127042048	3907584	0	0	4294967296	0	0	0	0	0	0.0	156	0	0	2	43	200
223.8	77232615424	38376706048	19476480	0	5062656	41395499008	51807522816	88046829568	83751862272	42356363264	4742991872	36356567040	35127042048	3907584	0	0	4294967296	0	0	0	0	0	0.0	156	0	0	2	43	200
224.8	77271818240	38376701952	19484672	0	5062656	41395658752	51807522816	88046829568	83751862272	42356203520	4742991872	36356567040	35127042048	3907584	0	0	4294967296	0	0	0	0	0	0.0	156	0	0	2	43	200
225.8	77279969280	38376701952	19488768	0	5062656	41395920896	51807522816	88046829568	83751862272	42355941376	4742991872	36356567040	35127042048	3907584	0	0	4294967296	0	0	0	0	0	0.0	156	0	0	2	43	200
226.8	77312999424	38376734720	19505152	12288	5062656	41395929088	51807522816	88046829568	83751862272	42355933184	4742991872	36356567040	35127042048	3907584	0	0	4294967296	0	0	0	0	0	0.0	156	0	0	2	43	200
227.9	77348290560	38376734720	19554304	0	5062656	41396449280	51807522816	88046829568	83751862272	42355412992	4742991872	36356567040	35127042048	3907584	0	0	4294967296	0	0	0	0	0	0.0	156	0	0	2	43	200
228.9	77398888448	38381166592	19632128	0	5062656	41396330496	51807522816	88046829568	83751862272	42355531776	4742991872	36356567040	35127042048	3907584	0	0	4294967296	0	0	0	0	0	0.0	156	0	0	2	43	200
229.9	77219287040	38381174784	19644416	0	5062656	41396563968	51807522816	88046829568	83751862272	42355298304	4742991872	36356567040	35127042048	3907584	0	0	4294967296	0	0	0	0	0	0.0	156	0	0	2	43	200
230.9	76972318720	38381170688	18419712	0	5062656	41396559872	51807522816	88046829568	83751862272	42355302400	4742991872	36356567040	35127042048	3330048	0	0	4294967296	0	0	0	0	0	0.0	157	0	0	2	43	200
231.9	77618880512	38398685184	18616320	0	5062656	41394565120	51807522816	88046829568	83751862272	42357297152	4742991872	36356567040	35127042048	3330048	0	0	4294967296	0	0	0	0	0	0.0	157	0	0	2	43	200
232.9	77659168768	38398685184	14266368	0	5062656	41395077120	51807522816	88046829568	83751862272	42356785152	4742991872	36356567040	35127042048	3297280	0	0	4294967296	0	0	0	0	0	0.0	157	0	0	2	43	200
233.9	77707554816	38398689280	14270464	0	5062656	41395073024	51807522816	88046829568	83751862272	42356789248	4742991872	36356567040	35127042048	3297280	0	0	4294967296	0	0	0	0	0	0.0	157	0	0	2	43	200
235.0	77740412928	38398689280	15360000	0	5062656	41395077120	51807522816	88046829568	83751862272	42356785152	4742991872	36356567040	35127042048	3297280	0	0	4294967296	0	0	0	0	0	0.0	157	0	0	2	43	200
236.0	77782859776	38398685184	15749120	0	5062656	41395073024	51807522816	88046829568	83751862272	42356789248	4742991872	36356567040	35127042048	3297280	0	0	4294967296	0	0	0	0	0	0.0	157	0	0	2	43	200
237.0	77820874752	38398746624	15769600	0	5062656	41395331072	51807522816	88046829568	83751862272	42356531200	4742991872	36356567040	35127042048	3297280	0	0	4294967296	0	0	0	0	0	0.0	157	0	0	2	43	200
238.0	77852401664	38398717952	15769600	0	5062656	41395589120	51807522816	88046829568	83751862272	42356273152	4742991872	36356567040	35127042048	3297280	0	0	4294967296	0	0	0	0	0	0.0	157	0	0	2	43	200
239.0	77895094272	38398717952	15790080	0	5062656	41395879936	51807522816	88046829568	83751862272	42355982336	4742991872	36356567040	35127042048	3297280	0	0	4294967296	0	0	0	0	0	0.0	157	0	0	2	43	200
240.0	77934510080	38398722048	15794176	0	5062656	41395879936	51807522816	88046829568	83751862272	42355982336	4742991872	36356567040	35127042048	3297280	0	0	4294967296	0	0	0	0	0	0.0	157	0	0	2	43	200
241.1	77965197312	38398763008	15564800	0	5062656	41395879936	51807522816	88046829568	83751862272	42355982336	4742991872	36356567040	35127042048	3297280	0	0	4294967296	0	0	0	0	0	0.0	157	0	0	2	43	200
242.1	77989707776	38398758912	16244736	0	5062656	41395871744	51807522816	88046829568	83751862272	42355990528	4742991872	36356567040	35127042048	3297280	0	0	4294967296	0	0	0	0	0	0.0	157	0	0	2	43	200
243.1	78019624960	38398894080	16277504	0	5062656	41395847168	51807522816	88046829568	83751862272	42356015104	4742991872	36356567040	35127042048	3059712	0	0	4294967296	0	0	0	0	0	0.0	157	0	0	2	43	200
244.1	78059020288	38398902272	16285696	0	5062656	41395601408	51807522816	88046829568	83751862272	42356260864	4742991872	36356567040	35127042048	3059712	0	0	4294967296	0	0	0	0	0	0.0	157	0	0	2	43	200
245.1	78073024512	38398902272	16285696	0	5062656	41395351552	51807522816	88046829568	83751862272	42356510720	4742991872	36356567040	35127042048	3063808	0	0	4294967296	0	0	0	0	0	0.0	157	0	0	2	43	200
246.1	78093692928	38398906368	14999552	0	5062656	41395351552	51807522816	88046829568	83751862272	42356510720	4742991872	36356567040	35127042048	3063808	0	0	4294967296	0	0	0	0	0	0.0	159	0	0	2	43	200
247.2	78118166528	38399066112	15077376	0	5062656	41395613696	51807522816	88046829568	83751862272	42356248576	4742991872	36356567040	35127042048	1806336	0	0	4294967296	0	0	0	0	0	0.0	159	0	0	2	43	200
248.2	78073634816	38399393792	15822848	0	5062656	41394036736	51807522816	88046829568	83751862272	42357825536	4742991872	36356567040	35127042048	1806336	0	0	4294967296	0	0	0	0	0	0.0	160	0	0	2	43	200
249.2	77955104768	38399864832	17100800	0	5062656	41394270208	51807522816	88046829568	83751862272	42357592064	4742991872	36356567040	35127042048	1806336	0	0	4294967296	0	0	0	0	0	0.0	160	0	0	2	43	200
